# Na liquid config: 64 atoms, box = 13.8133 Ang
# density = 0.927 g/cm^3
ATOMIC_POSITIONS (crystal)
  Na  0.7739560486  0.4388784398  0.8585979199
  Na  0.6973680291  0.0941773479  0.9756223516
  Na  0.7611397020  0.7860643053  0.1281136327
  Na  0.4503859379  0.3707980242  0.9267649888
  Na  0.6438651201  0.8227616133  0.4434141988
  Na  0.2272387218  0.5545847870  0.0638172561
  Na  0.8276311720  0.6316643991  0.7580877401
  Na  0.3545259681  0.9706980244  0.8931211213
  Na  0.7783834971  0.1946387079  0.4667210037
  Na  0.0438037658  0.1542894921  0.6830489532
  Na  0.7447621559  0.9675097324  0.3258253581
  Na  0.3704597060  0.4695558113  0.1894713591
  Na  0.1299215053  0.4757049262  0.2269093491
  Na  0.8047643575  0.3874783790  0.2883281039
  Na  0.6824955040  0.1397524836  0.1999082025
  Na  0.0073622698  0.7869243775  0.6648508566
  Na  0.6684029618  0.4710962061  0.5652361065
  Na  0.4367173892  0.2145846728  0.4085286437
  Na  0.8534030733  0.2339394859  0.0583027417
  Na  0.2813838920  0.2935937578  0.6619165147
  Na  0.5570321523  0.7838982091  0.6643135403
  Na  0.4063868614  0.8140203847  0.1669729199
  Na  0.1523121027  0.6963203751  0.4461562756
  Na  0.3618126106  0.0876499193  0.1180059021
  Na  0.0963909622  0.9026023965  0.4557762898
  Na  0.1767727829  0.8566142841  0.7585195298
  Na  0.5840979689  0.6498466016  0.0844443211
  Na  0.5540361435  0.1085757411  0.6722400930
  Na  0.2812337838  0.6594226347  0.7269946143
  Na  0.2302139909  0.0374125562  0.5548524694
  Na  0.3171388928  0.9528993951  0.2909178381
  Na  0.8907924909  0.8934466397  0.5188583604
  Na  0.1227579324  0.8311126721  0.1532843166
  Na  0.1310577516  0.1237538037  0.9275625510
  Na  0.4191143193  0.9662319121  0.5960425532
  Na  0.5307695906  0.6060158207  0.8677389538
  Na  0.6031071573  0.4125715693  0.3741840434
  Na  0.9209704725  0.1655317227  0.2847200823
  Na  0.8435749516  0.9026531439  0.9795706806
  Na  0.2325699405  0.3675118101  0.3663924498
  Na  0.5327222761  0.6329176293  0.2881556142
  Na  0.7348931623  0.2024045931  0.6947981288
  Na  0.7743214161  0.6712314133  0.3336377583
  Na  0.3833198228  0.7296857087  0.5529930653
  Na  0.0516579170  0.6059251776  0.8014818109
  Na  0.8009638536  0.9277954302  0.7721083991
  Na  0.9460244536  0.3013426325  0.5780172158
  Na  0.8373823623  0.4941416465  0.1158567243
  Na  0.3405907956  0.4988169585  0.5314110410
  Na  0.1049797159  0.3985525067  0.9173376726
  Na  0.6745974770  0.8146384431  0.9025539692
  Na  0.8457969578  0.6167561791  0.5423644023
  Na  0.1653113234  0.2532554744  0.1603120250
  Na  0.8930310195  0.1439086961  0.8790687797
  Na  0.5219184708  0.3147496186  0.5640951370
  Na  0.0905790585  0.2259289579  0.4378415657
  Na  0.2359972626  0.7631554898  0.9300033474
  Na  0.5570017819  0.2962996305  0.1697999738
  Na  0.1027976961  0.4750224440  0.6034059575
  Na  0.9425684003  0.7341463458  0.2152437482
  Na  0.9319443692  0.6818959051  0.9745904133
  Na  0.5715697845  0.0490740477  0.4042764563
  Na  0.5057336872  0.9843140118  0.2233225882
  Na  0.0276641809  0.0382254453  0.1341688053
